n_rows,n_cols,log_n_rows,log_n_cols,rows_cols_ratio,missing_ratio,duplicate_ratio,numeric_ratio,categorical_ratio,temporal_present,skewness_mean,skewness_std,kurtosis_mean,kurtosis_std,outlier_ratio_mean,target_skewness,class_imbalance,n_classes,corr_mean_abs,corr_max_abs,high_corr_pair_count,vif_max,is_stationary,adf_pvalue,trend_strength,seasonality_strength,dt_cv_score,dt_train_time,linear_cv_score,linear_train_time,dt_linear_gap,dt_depth_used,linear_coef_std,lm_1nn,lm_naive_bayes,lm_tiny_dt,lm_linear,lm_baseline,lm_best,lm_nonlinear_advantage,lm_spread,best_algorithm,task_type,openml_did,dataset_name,algo_scores
6831,4,8.829372735468406,2.0794415416798357,261.52982265927255,0.04664561448490556,0.029065270861339115,0.9041969653923028,0.35214398745536674,1.0,0.4733703873641575,0.9076937063485463,2.551332432927706,0.7004364934006271,0.10622717933747997,-0.07333204814353866,0.4266337434068182,2.0,0.18899379506112723,0.7865082113646953,1.0,15.0,-1.0,0.906354385094736,0.1000777340755362,0.7546326873875866,0.7216812969308866,0.032593753087163946,0.6343303209970632,0.06574024292501897,-0.019267989958337006,5.0,1.5343897062171434,0.12589648637084627,0.3291161407506773,0.3121639180718718,0.17043659001877645,0.0,0.3121639180718718,-0.019267989958337006,0.22326349708298937,lasso,classification,-1,synthetic_10,"{""random_forest"": 0.5306, ""xgboost"": 0.6201, ""gradient_boosting"": 0.6627, ""logistic_regression"": 0.4456, ""lasso"": 0.6906, ""knn"": 0.64, ""decision_tree"": 0.8412, ""svm"": 0.9378}"
4275,16,8.360773272144936,2.8903717578961645,232.72512173620888,0.12551161601681268,0.029215715596155014,0.9308106073436921,0.018178552136583148,1.0,0.5619263791844606,0.9504114840765587,4.341582703345498,0.9113135055714259,0.0930198896702305,-0.8904752680754693,0.49683415825368515,2.0,0.09406057986188066,0.6199518994085876,1.0,1.0,-1.0,0.22939474570494967,0.23934413246781508,0.49846885596118873,0.6621552928423707,0.5273002270799828,0.6266204234144155,0.041992791598553965,0.14480403091406768,2.0,0.6190552325726555,0.4646857709407792,0.3255180078827795,0.18308424545955207,0.3877210142476396,0.0,0.4646857709407792,0.14480403091406768,0.20541935176616377,lasso,classification,-1,synthetic_11,"{""random_forest"": 0.4733, ""xgboost"": 0.4419, ""gradient_boosting"": 0.9173, ""logistic_regression"": 0.6292, ""lasso"": 0.7196, ""knn"": 0.9055, ""decision_tree"": 0.4455, ""svm"": 0.8822}"
1115,29,7.017506142941256,2.772588722239781,41.12079649910066,0.007364373527198276,0.00669260594003166,0.3095703753788981,0.030143624140984926,1.0,1.383428794337824,0.5343462750294631,3.499464496819831,1.8263315045152857,0.08777242984882079,0.9044833762873923,0.0,0.0,0.37854060102122794,0.5607168790002925,4.0,15.0,-1.0,0.4505441353100935,0.11624347363634549,0.88854851638345,0.929322962266425,1.2162875225572514,0.5143214027517313,0.6749836775617981,0.1412702980352561,3.0,0.716325436065681,0.1157803280221235,0.04542303687985161,0.3394700392351111,0.06016675644141128,0.0,0.3394700392351111,0.1412702980352561,0.20147195867783987,xgboost,regression,-1,synthetic_12,"{""random_forest"": 0.6619, ""xgboost"": 0.8573, ""gradient_boosting"": 0.5693, ""logistic_regression"": 0.849, ""lasso"": 0.9324, ""knn"": 0.4486, ""decision_tree"": 0.8355, ""svm"": 0.7245}"
1352,36,7.210079628170788,3.044522437723423,202.19958209886883,0.08749498440474582,0.045207934724687426,0.5437788269163102,0.20559579566392433,0.0,1.5673060254822861,0.39654278232127016,2.732520201367241,1.7247274174934903,0.1424280935486463,-1.4117060762838483,0.3668358956446506,2.0,0.4632938125807472,0.6395602422248814,3.0,1.0,0.0,0.06623597785186586,0.041275139764169654,0.1227343280280928,0.779362557989941,0.7013526823685743,0.5045653955392571,0.583853435127021,0.08403677361478012,4.0,0.15172665621732784,0.15754825859020355,0.051551888764259694,0.12270564558230894,0.005817866267152772,0.0,0.15754825859020355,0.08403677361478012,0.03841375168733173,decision_tree,classification,-1,synthetic_13,"{""random_forest"": 0.6202, ""xgboost"": 0.7837, ""gradient_boosting"": 0.499, ""logistic_regression"": 0.7831, ""lasso"": 0.6264, ""knn"": 0.8809, ""decision_tree"": 0.6834, ""svm"": 0.9352}"
5224,16,8.561210076833012,3.367295829986474,348.293466028389,0.007862427968219787,0.039970519945452136,0.7395302726436355,0.032703612779548766,1.0,1.7471572482135544,0.9208724005318132,-0.6335322408708175,0.5537552962944075,0.1209301919689592,0.9930387615346334,0.0,0.0,0.09226050967818866,0.4444510331023301,1.0,1.0,-1.0,0.7599554089375856,0.47813917857618066,0.028624213336648618,0.8242322276261591,0.13405931139737048,0.47386954595311337,0.14178575930160348,0.1815483164327682,4.0,1.7904136753743987,0.2937416021232345,0.20467097684626645,0.312976042013574,0.21948612368296347,0.0,0.312976042013574,0.1815483164327682,0.15963404557959468,xgboost,regression,-1,synthetic_14,"{""random_forest"": 0.6461, ""xgboost"": 0.6929, ""gradient_boosting"": 0.5334, ""logistic_regression"": 0.5481, ""lasso"": 0.6075, ""knn"": 0.411, ""decision_tree"": 0.5771, ""svm"": 0.5163}"
6388,38,8.762333040602343,3.2188758248682006,297.55214783023075,0.149087894836866,0.02158297731148397,0.38930621195689463,0.1135103623194898,1.0,0.7261645927972702,0.6459172413316012,2.4246698280134713,0.7121934517956925,0.14797728731894694,0.4230992774275486,0.0,0.0,0.11861339586799724,0.3702299061080786,3.0,5.0,-1.0,0.8508175178361462,0.07909886208612948,0.3195938729513743,0.8626391990335145,0.12075044382038091,0.8211570176490908,0.06111912309576771,-0.03800211825766825,6.0,1.9647572338172128,0.24717408039853694,0.04481556086722094,0.16785373561398756,0.2595291361166304,0.0,0.2595291361166304,-0.03800211825766825,0.11935667971372249,knn,regression,-1,synthetic_15,"{""random_forest"": 0.876, ""xgboost"": 0.8494, ""gradient_boosting"": 0.5418, ""logistic_regression"": 0.494, ""lasso"": 0.7678, ""knn"": 0.9112, ""decision_tree"": 0.7062, ""svm"": 0.7144}"
6569,39,8.790269111478656,2.6390573296152584,466.6870277058977,0.06412843843190286,0.02969415487789494,0.5584613370569272,0.18170718888763987,1.0,1.0972062358763064,0.5489219798889773,0.21038277398141503,1.3691430957596666,0.013180216686398521,-1.4447009062319185,0.3699286154765367,5.0,0.0013554497071648353,0.3805202842577601,2.0,1.0,1.0,0.3488682665429953,0.8365762298230432,0.0,0.8737787335044781,1.93040355222636,0.4621486117427724,0.7335588004516078,-0.07601672507177265,2.0,0.4100036201064745,0.3108311649800028,0.15169143398552018,0.26872282550499355,0.2944988734793953,0.0,0.3108311649800028,-0.07601672507177265,0.27793482707691336,lasso,classification,-1,synthetic_16,"{""random_forest"": 0.4265, ""xgboost"": 0.8298, ""gradient_boosting"": 0.8554, ""logistic_regression"": 0.8128, ""lasso"": 0.8397, ""knn"": 0.8538, ""decision_tree"": 0.5025, ""svm"": 0.5296}"
700,35,6.55250788703459,3.258096538021482,224.98489094028614,0.11549725418122514,0.017768122590919793,0.5740374771410512,0.2127429918752696,1.0,0.13323822478163394,0.22902539092479635,2.2570958636804535,0.8630562862728852,0.04992236788687264,0.9221965472372058,0.2266002983401859,3.0,0.3468588037016692,0.41504422439543437,4.0,15.0,1.0,0.49542362640396564,0.6673148200251409,0.0,0.7579178821658249,1.9954083056884482,0.7762015600194114,0.7099106566310245,0.20700685097614185,4.0,1.487892585145354,0.3959585778719508,0.013412973894311753,0.13193055029871764,0.17565396342808737,0.0,0.3959585778719508,0.20700685097614185,0.17096690546139495,random_forest,classification,-1,synthetic_17,"{""random_forest"": 0.8822, ""xgboost"": 0.5881, ""gradient_boosting"": 0.8517, ""logistic_regression"": 0.4608, ""lasso"": 0.8655, ""knn"": 0.4701, ""decision_tree"": 0.6185, ""svm"": 0.8385}"
2991,8,8.003697339094368,2.3978952727983707,217.56246258603662,0.057585923295145225,0.030747513157632723,0.9382966861900752,0.05564647765722475,1.0,0.201589206031773,0.2560155318536622,3.3565735163744046,1.1859258105176431,0.015331899633779938,1.675002089042986,0.055491382543120034,3.0,0.39504231856204336,0.3158855973034699,1.0,5.0,-1.0,0.771246668519738,0.33699183274837985,0.5089575125906765,0.5310146927152485,0.16386892032268666,0.45212348302590477,0.8420352356606187,-0.18006605812098098,4.0,0.9016787428082642,0.1655042742032906,0.0452952183363021,0.3356761780974097,0.28647162989318087,0.0,0.3356761780974097,-0.18006605812098098,0.29545235968870037,knn,classification,-1,synthetic_18,"{""random_forest"": 0.4686, ""xgboost"": 0.9065, ""gradient_boosting"": 0.8784, ""logistic_regression"": 0.6854, ""lasso"": 0.7252, ""knn"": 0.6195, ""decision_tree"": 0.4301, ""svm"": 0.5844}"
5132,29,8.543445562560303,3.6109179126442243,460.0428152202576,0.11741364482731345,0.0016423335121719175,0.9389246240153901,0.09929057710286077,1.0,1.1552639081830944,0.16551331742797382,-0.7967250385204301,0.6229463422655148,0.11707435613191314,-0.8896513094823275,0.0,0.0,0.11004860704054853,0.4467497411954461,0.0,5.0,-1.0,0.17803596686975143,0.8649632857225097,0.7771663265516613,0.5668982274889008,0.8351020062167772,0.44267483403932195,0.9969055093274879,0.34228275887840925,2.0,0.5991918235329541,0.7293754438658706,0.12397477050744438,0.1629950428115846,0.36918409271939395,0.0,0.7293754438658706,0.34228275887840925,0.11919543463727936,xgboost,regression,-1,synthetic_19,"{""random_forest"": 0.8399, ""xgboost"": 0.5922, ""gradient_boosting"": 0.6575, ""logistic_regression"": 0.7437, ""lasso"": 0.6077, ""knn"": 0.8601, ""decision_tree"": 0.7231, ""svm"": 0.5617}"
6745,35,8.816705015621595,3.258096538021482,489.676403451821,0.1679577718913141,0.043349688000576175,0.5855891467553913,0.2206890381037359,0.0,0.5077771280866086,0.1961130996934528,2.0330472746362025,1.1900979594008412,0.05089068688442864,0.2777740710540013,0.2303433773938967,2.0,0.4437302412567515,0.6841378935005226,1.0,5.0,0.0,0.8053149673579051,0.8898559037598985,0.13971622133764125,0.7714388309796407,1.6156317964355462,0.8813246592774373,0.9449656283215007,0.2712473598318626,7.0,0.40996859083164194,0.27364302729408,0.11725909210440531,0.2253998401336555,0.07277125219810845,0.0,0.27364302729408,0.2712473598318626,0.2689007455563359,xgboost,classification,-1,synthetic_20,"{""random_forest"": 0.447, ""xgboost"": 0.5143, ""gradient_boosting"": 0.4146, ""logistic_regression"": 0.4998, ""lasso"": 0.7207, ""knn"": 0.6318, ""decision_tree"": 0.891, ""svm"": 0.8496}"
1509,11,7.31986492980897,3.6109179126442243,431.92332978761357,0.04390210501619174,0.0487273632599435,0.8458311423516216,0.04569517036815873,1.0,1.131553239933121,0.9853673122417347,1.8263927161628866,0.3642142776431665,0.07271675507255192,0.04983062352768641,0.0,0.0,0.3708434721143328,0.782203638681024,0.0,1.0,-1.0,0.2578876854332023,0.1254204666655417,0.7475890559087248,0.8757186065596846,1.9689603396000688,0.6628450911513429,0.17996249298982048,-0.0265461186416992,6.0,0.03678135309493347,0.07263990493126726,0.3657195226241996,0.2708420831204691,0.13807685795251023,0.0,0.2708420831204691,-0.0265461186416992,0.03532532486704234,lasso,regression,-1,synthetic_21,"{""random_forest"": 0.5507, ""xgboost"": 0.7048, ""gradient_boosting"": 0.7583, ""logistic_regression"": 0.8564, ""lasso"": 0.5135, ""knn"": 0.406, ""decision_tree"": 0.4753, ""svm"": 0.895}"
6511,3,8.781401907682376,3.6635616461296463,387.78310351238446,0.013649941070818317,0.04185394953515147,0.6060353774500704,0.36620547091676564,0.0,1.4430657222438112,0.6104046670079576,4.695840782346594,0.7932987461041086,0.14311304048094495,-1.4599948903151723,0.2724232325622221,2.0,0.24187747096620638,0.48623874345061446,3.0,5.0,0.0,0.1620138778915846,0.7573766942790391,0.7542962668604662,0.8808835321915507,1.9109202623197232,0.47733607044161813,0.6270992253959409,0.3991120620500122,3.0,0.2131965062675436,0.5399294206292994,0.030055112694323507,0.1238549817964373,0.16175260061960972,0.0,0.5399294206292994,0.3991120620500122,0.218456626861081,xgboost,classification,-1,synthetic_22,"{""random_forest"": 0.7786, ""xgboost"": 0.6392, ""gradient_boosting"": 0.5355, ""logistic_regression"": 0.8505, ""lasso"": 0.8397, ""knn"": 0.7821, ""decision_tree"": 0.5497, ""svm"": 0.7246}"
4190,21,8.340694647925071,2.3978952727983707,323.0851988137883,0.15180716910776998,0.03620516646365693,0.7460621058526408,0.3922307200719953,1.0,1.8067276252720499,0.6466649191171634,3.159051268741548,0.10319161331742,0.10048761968250587,-1.8233382491595993,0.40550610145633526,5.0,0.2941318784849655,0.989553914700426,1.0,5.0,-1.0,0.5679452305526295,0.8239394678292377,0.46917060067221245,0.5152756903636094,1.3978663318212114,0.5486745036862755,0.9251522334227651,-0.01122088244797853,3.0,0.843525319461025,0.09620759271317823,0.318136735183639,0.33535977755137564,0.03468208474487344,0.0,0.33535977755137564,-0.01122088244797853,0.2235193644360661,logistic_regression,classification,-1,synthetic_23,"{""random_forest"": 0.6503, ""xgboost"": 0.6873, ""gradient_boosting"": 0.7545, ""logistic_regression"": 0.7576, ""lasso"": 0.6006, ""knn"": 0.7084, ""decision_tree"": 0.6646, ""svm"": 0.8867}"
7226,4,8.885579291282982,3.6375861597263857,436.34844821145566,0.0042538821700774275,0.04373508363420997,0.6702559938190484,0.3756270794051585,0.0,1.5975664715473308,0.9979341105333375,1.104270892710261,1.5343765778622538,0.06028963704138632,-0.08049751878436462,0.0,0.0,0.31375273160918504,0.9028372087885737,0.0,1.0,0.0,0.7682734138645182,0.3759901039506004,0.4855421631378035,0.6896106510246816,1.477788780161894,0.5193885728841512,0.1193693720000807,0.12421210610792016,7.0,0.5940057529097644,0.49209359901693733,0.3411287286767606,0.3100922118826655,0.31628926593558543,0.0,0.49209359901693733,0.12421210610792016,0.21466599457027258,lasso,regression,-1,synthetic_24,"{""random_forest"": 0.4232, ""xgboost"": 0.4098, ""gradient_boosting"": 0.9432, ""logistic_regression"": 0.6353, ""lasso"": 0.6114, ""knn"": 0.7738, ""decision_tree"": 0.52, ""svm"": 0.9225}"
4905,6,8.498214224818435,2.3978952727983707,471.93856932621156,0.1299293297984737,0.030386839743942958,0.658881957711556,0.09226792468710349,1.0,0.3530560640110165,0.22048620907017535,0.11862957286552711,1.5591689471335066,0.05251878887500951,-1.7686292937464145,0.4478895401591763,5.0,0.48455131507040566,0.9098122606247636,2.0,5.0,-1.0,0.597274072430341,0.4725283507742414,0.8133515704577434,0.6171050155781873,1.0353433693863046,0.6455931704343133,0.9963724180486571,0.32907601153244165,4.0,1.6316662499812356,0.6504719568059367,0.08977622873466427,0.26017348801276846,0.3956739639253436,0.0,0.6504719568059367,0.32907601153244165,0.06714528444678693,xgboost,classification,-1,synthetic_25,"{""random_forest"": 0.7261, ""xgboost"": 0.719, ""gradient_boosting"": 0.4503, ""logistic_regression"": 0.8826, ""lasso"": 0.5461, ""knn"": 0.4712, ""decision_tree"": 0.8888, ""svm"": 0.9256}"
4235,15,8.351374706721296,3.4339872044851463,47.30412115024709,0.17024138280975376,0.024757326350698716,0.6364106041286536,0.23696311386380706,1.0,1.6493619318502983,0.34780920790219305,3.0680969153543813,1.1314639279915821,0.0400542405254132,1.514519945420632,0.3808456945355537,5.0,0.39871301080346405,0.7543317659143136,0.0,1.0,1.0,0.15734065970252598,0.14436009479706488,0.0,0.650303995435357,0.48499316228902484,0.8650451752548693,0.11477575289029815,0.3897020938123606,4.0,1.5054332791152825,0.4930413396202171,0.06344204211722948,0.3367426904072174,0.10105963758435405,0.0,0.4930413396202171,0.3897020938123606,0.26426122775967853,random_forest,classification,-1,synthetic_26,"{""random_forest"": 0.4161, ""xgboost"": 0.8542, ""gradient_boosting"": 0.4709, ""logistic_regression"": 0.5843, ""lasso"": 0.8089, ""knn"": 0.4884, ""decision_tree"": 0.8499, ""svm"": 0.8577}"
5443,26,8.602269363771356,3.6375861597263857,72.93987186566378,0.05666858965311632,0.0009213859369108735,0.6025685487247585,0.33604860109648754,1.0,0.7843024228903932,0.1794973234238334,3.522193004303115,1.5776139637414885,0.026063021296135018,1.0834164341639592,0.0,0.0,0.473648944128169,0.4148005349832679,3.0,1.0,-1.0,0.0673506014687717,0.5239534141586459,0.5038598810779465,0.6556473756288306,1.2456218803572794,0.42287101690625645,0.8728214380908526,0.10597418700866901,6.0,0.8919166140206429,0.12076212322707469,0.25902945736076305,0.13184337669537954,0.046337542712103066,0.0,0.13184337669537954,0.10597418700866901,0.1783187577685636,logistic_regression,regression,-1,synthetic_27,"{""random_forest"": 0.4135, ""xgboost"": 0.4122, ""gradient_boosting"": 0.578, ""logistic_regression"": 0.6688, ""lasso"": 0.8237, ""knn"": 0.7758, ""decision_tree"": 0.6452, ""svm"": 0.5505}"
6640,5,8.801017833540714,2.995732273553991,481.9859601856646,0.006260462749503249,0.03656350334868428,0.9366671576634729,0.3429440368369995,0.0,1.929040944540417,0.7600940784380972,1.6537925742854616,0.6239039809902609,0.04811141106571912,0.8976906904564679,0.2871608432953379,3.0,0.37291850601548215,0.4382478090486117,0.0,15.0,0.0,0.651666825375885,0.331673709351385,0.26853698789099334,0.8889612124278367,0.9516877143161987,0.8840967139573609,0.19367026054608993,0.49769960012616893,2.0,0.18232898081238336,0.7975066252898164,0.06146321526444507,0.04596729424328232,0.3359788658689888,0.0,0.7975066252898164,0.49769960012616893,0.1361080903815848,xgboost,classification,-1,synthetic_28,"{""random_forest"": 0.4098, ""xgboost"": 0.8382, ""gradient_boosting"": 0.5618, ""logistic_regression"": 0.9015, ""lasso"": 0.9321, ""knn"": 0.502, ""decision_tree"": 0.6542, ""svm"": 0.4007}"
